Domain name,MBFC,MBFC,MBFC,Global,W,Misinfo,Get fact-checks for:,Links
696,medicalkidnap.com,very-low,CP,L,"11,19,411",,-1,Medical Kidnap
697,medicalmedium.com,low,CP,L,"1,06,981",W,0.24,Medical Medium
698,medicine.news,low,CP,L,"21,20,149",W,0,Medicine News
699,medusamagazine.com,mixed,CP,L,"17,67,722",,0,Medusa Magazine
700,meforum.org,low,FN,L,"3,21,636",W,0.64,Middle East Forum
701,memri.org,mixed,FN,L,"2,08,602",W,0.04,Middle East Media Research Institute
702,mena.org.eg/en,mixed,FN,L,"64,006",W,,Middle East News Agency
703,mercedtimes.com,mixed,FN,L,"75,26,161",W,-0.36,Merced Times
704,mercola.com,low,CP,L,"14,109",W,0,Mercola
705,merica1st.com,low,FN,L,"14,73,959",,-0.6,National Conservative
706,merrimackvalleynews.com,mixed,FN,L,"2,00,00,000",W,-0.95,Merrimack Valley News
707,metricmedianews.com,mixed,FN,L,"52,10,340",W,-0.37,Metric Media
708,metroeastsun.com,mixed,FN,L,"90,38,965",W,-0.36,Metro East Sun
709,metrolexnews.com,mixed,FN,L,"2,00,00,000",W,-0.95,Metro Lex News
710,metrowesttimes.com,mixed,FN,L,"2,00,00,000",W,-0.95,Metro West Times
711,mexicobusinessdaily.com,mixed,FN,L,"2,00,00,000",W,-1,Mexico Business Daily
712,miamicourant.com,mixed,FN,L,"2,00,00,000",W,-0.36,Miami Courant
713,miamistandard.news,mixed,FN,L,"38,14,585",,-1,Miami Standard
714,mibusinessdaily.com,mixed,FN,L,"2,00,00,000",W,-1,Michigan Business Daily
715,micapitolnews.com,mixed,FN,L,"59,13,434",W,-0.95,Capitol News
716,micatholictribune.com,mixed,FN,L,"2,00,00,000",W,-1,Michigan Catholic Tribune
717,micdroppolitics.com,low,FN,L,"9,08,090",,,Mic Drop Politics
718,michiganindependent.com,mixed,FN,L,"80,47,684",,0.5,The Michigan Independent
719,midcoasttoday.com,mixed,FN,L,"2,00,00,000",W,-0.95,Mid Coast Today
720,midmassnews.com,mixed,FN,L,"2,00,00,000",W,-0.95,Mid Massachusetts News
721,militarywatchmagazine.com,mixed,FN,L,"1,25,732",,0.6,Military Watch Magazine
722,mindbodygreen.com,mixed,CP,L,"11,469",,0.14,MindBodyGreen
723,minneapolisreview.com,mixed,FN,L,"66,18,905",W,-0.95,Minneapolis Review
724,minnesotastatewire.com,mixed,FN,L,"2,00,00,000",W,-0.95,Minnesota State Wire
725,mixi.media,low,FN,L,"3,93,091",,0,Mixi.Media
726,mnbusinessdaily.com,mixed,FN,L,"2,00,00,000",W,-1,Minnesota Business Daily
727,mncatholictribune.com,mixed,FN,L,"2,00,00,000",W,-1,Catholic Tribune - Minnesota
728,mobilecourant.com,mixed,FN,L,"2,00,00,000",W,-0.36,Mobile Courant
729,modernalternativemama.com,mixed,CP,L,"20,31,015",,0.01,Modern Alternative Mama
730,mohavetoday.com,mixed,FN,L,"2,00,00,000",W,-0.36,Mohave Today
731,mondoweiss.net,mixed,FN,L,"1,16,280",,0.09,Mondoweiss
732,monroereview.com,mixed,FN,L,"2,00,00,000",W,-0.95,Monroe Review
733,montereytimes.com,mixed,FN,L,"2,00,00,000",W,-0.36,Monterey Times
734,montgomerymdnews.com,mixed,FN,L,"63,14,734",W,-0.95,Montgomery News
735,moonbattery.com,low,FN,L,"7,57,137",,0.64,MoonBattery
736,moonofalabama.org,low,FN,L,"30,540",,,Moon of Alabama
737,morningpoll.com,low,FN,L,"2,00,00,000",,,Morning Poll
738,msmlies.com,mixed,FN,L,"65,84,788",,0,MSMLies.com
739,mtonews.com,low,FN,L,"1,22,015",,0.6,MTO News
740,munciereporter.com,mixed,FN,L,"2,00,00,000",W,-0.36,Miuncie Reporter
741,muricatoday.com,mixed,CP,L,"2,00,00,000",,0,Murica Today
742,muskegonsun.com,mixed,FN,L,"2,00,00,000",W,-0.95,Muskegon Sun
743,mynewsguru.com,low,FN,L,"2,00,00,000",,-0.6,The News Guru
744,myrightamerica.com,low,FN,L,"84,26,195",,0,My Right American
745,naplesstandard.com,mixed,FN,L,"2,00,00,000",W,-0.36,Naples Standard
746,natall.com,very-low,FN,L,"46,18,687",W,-0.54,National Alliance
747,nationaleconomicseditorial.com,low,FN,L,"2,00,00,000",,0.2,National Economics Editorial
748,nationalenquirer.com,low,FN,L,"4,47,169",W,-0.68,National Enquirer
749,nationalfile.com,low,CP,L,"1,00,544",,-0.68,National File
750,nationalinsiders.com,low,FN,L,"9,27,961",,,National Insiders
751,nationalrighttolifenews.org,low,FN,L,"32,94,109",,0.54,NRL News Today
752,nationalsecurity.news,very-low,CP,L,"57,33,989",W,0,NationalSecurity.News
753,nationalvanguard.org,very-low,FN,L,"4,03,317",W,-0.41,National Vanguard
754,nationalzero.com,mixed,FN,L,"2,59,811",,,National Zero
755,nationandstate.com,low,FN,L,"9,16,744",,0,Nation and State
756,naturalcures.com,mixed,CP,L,"12,55,447",,-0.01,Natural Cures
757,naturalhealth365.com,low,CP,L,"1,82,514",,-0.01,Natural Health 365
758,naturallysavvy.com,mixed,CP,L,"7,21,483",,0.03,Naturally Savvy
759,naturalmedicine.news,very-low,CP,L,"66,95,606",W,0,NaturalMedicine.News
760,naturalnews.com,very-low,CP,L,"18,316",W,-0.95,Natural News
761,naturalnewsblogs.com,very-low,CP,L,"9,62,023",W,-0.8,NaturalNewsBlogs
762,naturalnewsradio.com,very-low,CP,L,"2,00,00,000",W,0,Natural News Radio
763,naturalpedia.com,very-low,CP,L,"14,60,910",W,0,NaturalPedia.com
764,naturalsociety.com,mixed,CP,L,"11,49,390",,-0.02,Natural Society
765,naturalstatenews.com,mixed,FN,L,"2,00,00,000",W,-0.36,Natural State News
766,naturecoasttimes.com,mixed,FN,L,"2,00,00,000",W,-0.36,Nature Coast Times
767,naugatucktimes.com,mixed,FN,L,"2,00,00,000",W,-0.36,Naugutuck Times
768,navarroreport.com,low,FN,L,"2,00,00,000",W,0,The Navarro Report
769,ncarkansasnews.com,mixed,FN,L,"2,00,00,000",W,-0.36,North Central Arkansas News
770,ncfloridanews.com,mixed,FN,L,"2,00,00,000",W,-0.36,NC Florida News
771,ncgeorgianews.com,mixed,FN,L,"2,00,00,000",W,-0.36,NC Georgia News
772,ncindiananews.com,mixed,FN,L,"2,00,00,000",W,0.02,NC Indiana News
773,nckansasnews.com,mixed,FN,L,"2,00,00,000",W,,NC Kansas News
774,nckentuckynews.com,mixed,FN,L,"2,00,00,000",W,-0.95,NC Kentucky News
775,ncmassnews.com,mixed,FN,L,"2,00,00,000",W,-0.95,NC Massachusetts News
776,ncminnesotanews.com,mixed,FN,L,"2,00,00,000",W,-0.95,NC Minnesota News
777,nealabamanews.com,mixed,FN,L,"66,04,760",W,-0.36,NE Alabama Courant
778,neatlantanews.com,mixed,FN,L,"2,00,00,000",W,-0.36,NE Atlanta News
779,necalinews.com,mixed,FN,L,"2,00,00,000",W,-0.36,NE Cali News
780,necoloradonews.com,mixed,FN,L,"2,00,00,000",W,-0.36,NE Colorado News
781,neconnnews.com,mixed,FN,L,"2,00,00,000",W,-0.36,NE Connecticut News
782,needtoknow.news,low,CP,L,"2,15,870",,0,Need to Know
783,nefloridanews.com,mixed,FN,L,"2,00,00,000",W,-0.36,NE Florida News
784,neindiananews.com,mixed,FN,L,"2,00,00,000",W,-0.36,NE Indiana News
785,neiowanews.com,mixed,FN,L,"2,00,00,000",W,0.02,NE Iowa News
786,nekansasnews.com,mixed,FN,L,"2,00,00,000",W,,NE Kansas News
787,nekentuckynews.com,mixed,FN,L,"2,00,00,000",W,-0.95,NE Kentucky News
788,nelouisiananews.com,mixed,FN,L,"2,00,00,000",W,-0.95,NE Louisiana News
789,neonnettle.com,low,CP,L,"6,36,215",W,-0.94,Neon Nettle
790,nesacramentonews.com,mixed,FN,L,"2,00,00,000",W,-0.36,NE Sacramento News
791,neuronation.com,mixed,CP,L,"3,11,934",W,,NeuroNation
792,nevalleytimes.com,mixed,FN,L,"2,00,00,000",W,-0.36,NE Valley Times
793,newamericannews.com,low,CP,L,"2,00,00,000",,0,New American News
794,newmexicosun.com,mixed,FN,L,"29,91,053",W,,New Mexico Sun
795,newnation.org,very-low,FN,L,"18,63,402",,-0.24,New Nation News
796,newnationalist.net,very-low,CP,L,"70,25,502",,,The New Nationalist
797,news.cn,mixed,FN,L,"1,671",W,0.11,Xinhua
798,news18.com,mixed,FN,L,"1,149",W,0.02,News18
799,newsammo.com,mixed,FN,L,"2,99,530",,0,NewsAmmo
800,newsblaze.com,mixed,FN,L,"8,25,855",,0.04,News Blaze
801,newsbreak.com,mixed,FN,L,"8,385",,0.05,News Break
802,newsbud.com,mixed,CP,L,"98,06,974",W,0,Newsbud
803,newsexaminer.net,low,FN,L,"7,27,553",W,,NewsExaminer.net
804,newsfeedhunter.com,low,FN,L,"2,00,00,000",,-0.95,News Feed Hunter
805,newsglobal.com,low,FN,L,"6,17,802",,0,News Global
806,newsheist.com,low,FN,L,"2,00,00,000",,0,News Heist
807,newshourfirst.com,low,FN,L,"4,63,681",,-0.6,News Hour First
808,newsinsideout.com,low,CP,L,"21,99,938",,0,News Inside Out
809,newsmax.com,mixed,FN,L,"3,791",W,-0.05,Newsmax
810,newspunch.com,very-low,FN,L,"50,121",W,-0.93,News Punch
811,newspushed.com,low,FN,L,"2,00,00,000",,0,News Pushed
812,newsready.com,mixed,FN,L,"2,73,025",,-0.04,News Ready
813,newsrescue.com,mixed,FN,L,"10,25,757",,0,News Rescue
814,newssloth.com,mixed,FN,L,"26,76,069",,0,News Sloth
815,newstarget.com,low,CP,L,"1,62,269",W,-0.85,News Target
816,newsview.gr,very-low,FN,L,"25,70,906",,-0.93,Newsview
817,newswars.com,low,FN,L,"1,19,082",,-1,NewsWars
818,newswithviews.com,low,FN,L,"2,96,140",,-0.08,News with Views
819,nextnewsnetwork.com,low,FN,L,"8,46,631",,0,Next News Network
820,nmws.us,low,FN,L,"2,00,00,000",,-0.6,NMWS.us
821,nolareporter.com,mixed,FN,L,"2,00,00,000",W,-0.95,Nola Reporter
822,nomorefakenews.com,very-low,CP,L,"4,96,433",,-0.73,No More Fake News
823,noqreport.com,low,FN,L,"1,70,134",,-0.58,NOQ Report
824,nordicmonitor.com,mixed,FN,L,"4,27,137",W,0,Nordic Monitor
825,northalaskanews.com,mixed,FN,L,"2,00,00,000",W,-0.36,North Alaska News
826,northbaltimorejournal.com,mixed,FN,L,"2,00,00,000",W,-0.95,North Baltimore Journal
827,northbirminghamtimes.com,mixed,FN,L,"2,00,00,000",W,-0.36,North Birmingham Times
828,northbluegrassnews.com,mixed,FN,L,"2,00,00,000",W,-0.95,North Blueglass News
829,northbostonnews.com,mixed,FN,L,"2,00,00,000",W,-0.95,North Boston News
830,northbrowardnews.com,mixed,FN,L,"2,00,00,000",W,-0.36,North Broward News
831,northcoastcanews.com,mixed,FN,L,"2,00,00,000",W,-0.36,North Coast California News
832,northcooknews.com,mixed,FN,L,"22,53,660",W,-0.36,North Cook News
833,northdsmnews.com,mixed,FN,L,"2,00,00,000",W,-0.36,North DSM News
834,northegyptnews.com,mixed,FN,L,"2,00,00,000",W,-0.36,North Egypt News
835,northfultontoday.com,mixed,FN,L,"2,00,00,000",W,-0.36,North Fulton Today
836,northgwinnettnews.com,mixed,FN,L,"2,00,00,000",W,-0.36,North Gwinnett News
837,northhennepinnews.com,mixed,FN,L,"2,00,00,000",W,-0.95,North Hennepin News
838,northidahotimes.com,mixed,FN,L,"2,00,00,000",W,-0.36,North Idaho Times
839,northindynews.com,mixed,FN,L,"2,00,00,000",W,-0.36,North Indy News
840,northinlandnews.com,mixed,FN,L,"2,00,00,000",W,-0.36,North Inland News
841,northiowareporter.com,mixed,FN,L,"2,00,00,000",W,-0.95,North Iowa Reporter
842,northjeffconews.com,mixed,FN,L,"2,00,00,000",W,-0.36,North Jefferson County News
843,northkentnews.com,mixed,FN,L,"2,00,00,000",W,-0.95,North Kent News
844,northkentuckynews.com,mixed,FN,L,"2,00,00,000",W,-0.95,North Kentucky News
845,northlaketimes.com,mixed,FN,L,"2,00,00,000",W,-0.36,North Lake Times
846,northlittlerocktimes.com,mixed,FN,L,"2,00,00,000",W,-0.36,North Little Rock Times
847,northmianews.com,mixed,FN,L,"93,48,787",W,-0.36,North Miami-Dade News
848,northmichigannews.com,mixed,FN,L,"2,00,00,000",W,-0.95,North Michigan News
849,northnewcastlenews.com,mixed,FN,L,"2,00,00,000",W,-0.36,North New Castle News
850,northoctimes.com,mixed,FN,L,"2,00,00,000",W,-0.36,North OC Times
851,northorlandonews.com,mixed,FN,L,"2,00,00,000",W,-0.36,North Orlando News
852,northpalmbeachtoday.com,mixed,FN,L,"2,00,00,000",W,-0.36,North Palm Beach Today
853,northpanhandlenews.com,mixed,FN,L,"2,00,00,000",W,-0.36,North Panhandle News
854,northpimanews.com,mixed,FN,L,"2,00,00,000",W,-0.36,North Pima News
855,northpinellasnews.com,mixed,FN,L,"2,00,00,000",W,-0.36,North Pinellas News
856,northramseynews.com,mixed,FN,L,"2,00,00,000",W,-0.95,North Ramsey News
857,northsactoday.com,mixed,FN,L,"2,00,00,000",W,-0.36,North Sacramento Today
858,northsfvtoday.com,mixed,FN,L,"2,00,00,000",W,-0.36,North SFV Today
859,northsgvnews.com,mixed,FN,L,"2,00,00,000",W,-0.36,North SGV News
860,northshorelanews.com,mixed,FN,L,"2,00,00,000",W,-0.95,North Shore Louisiana News
861,northwichitanews.com,mixed,FN,L,"2,00,00,000",W,,North Wichita News
862,notallowedto.com,low,FN,L,"42,88,714",,-0.92,Not Allowed to
863,notrickszone.com,low,CP,L,"7,13,722",,-0.76,NoTricksZone
864,novitimes.com,mixed,FN,L,"44,92,648",W,-0.95,Novi Times
865,now8news.com,very-low,FN,L,"2,00,00,000",W,-0.96,Now8News
866,nowtheendbegins.com,low,CP,L,"1,89,274",,-0.66,Now The End Begins
867,npr.news,very-low,CP,L,"2,00,00,000",,-0.6,NPR News
868,nrlc.org,low,FN,L,"11,44,153",W,0.72,National Right to Life Committee
869,ntd.com,mixed,FN,L,"85,821",W,,New Tang Dynasty
870,ntd.tv,mixed,FN,L,"2,00,00,000",W,,New Tang Dynasty
871,nutrientreference.com,very-low,CP,L,"87,52,582",,0.22,NutrientReference.com
872,nutritionfacts.org,mixed,CP,L,"55,936",W,0.21,Nutritionfacts.org
873,nvic.org,low,CP,L,"12,24,212",W,-0.32,National Vaccine Information Institute
874,nwalabamanews.com,mixed,FN,L,"2,00,00,000",W,,NW Alabama News
875,nwarkansasnews.com,mixed,FN,L,"70,04,028",W,-0.36,NW Arkansas News
876,nwatlantanews.com,mixed,FN,L,"2,00,00,000",W,-0.36,NW Atlanta News
877,nwconnnews.com,mixed,FN,L,"2,00,00,000",W,-0.36,NW Connecticut News
878,nwgeorgianews.com,mixed,FN,L,"2,00,00,000",W,-0.36,NW Georgia News
879,nwillinoisnews.com,mixed,FN,L,"2,00,00,000",,-0.36,NW Illinois News
880,nwiowanews.com,mixed,FN,L,"2,00,00,000",W,-0.95,NW Iowa News
881,nwkansasnews.com,mixed,FN,L,"2,00,00,000",W,,NW Kansas News
882,nwlaketimes.com,mixed,FN,L,"88,38,361",,,Northwest Lake Times
883,nwlatimes.com,mixed,FN,L,"2,00,00,000",W,-0.36,NW LA Times
884,nwlouisiananews.com,mixed,FN,L,"2,00,00,000",W,-0.95,NW Louisiana News
885,nwminnesotanews.com,mixed,FN,L,"2,00,00,000",W,-0.95,NW Minnesota News
886,nwriversidenews.com,mixed,FN,L,"2,00,00,000",W,-0.36,NW Riverside News
887,nwtwincities.com,mixed,FN,L,"2,00,00,000",W,-0.95,NW Twin Cities
888,nwvalleytimes.com,mixed,FN,L,"2,00,00,000",W,-0.36,NW Valley Times
889,nwwaynenews.com,mixed,FN,L,"76,97,864",W,-0.95,Northwest Wayne News
890,oaklandcitywire.com,mixed,FN,L,"75,26,350",W,0,Oakland City Wire
891,oann.com,low,FN,L,"22,084",W,-0.38,One America News Network
892,oathkeepers.org,low,FN,L,"2,00,00,000",W,-0.45,Oath Keepers
893,objectivist.co,mixed,FN,L,"62,47,531",,0,Objectivist
894,ocalastandard.com,mixed,FN,L,"2,00,00,000",W,-0.36,Ocala Standard
895,occupydemocrats.com,low,FN,L,"1,11,148",W,-0.18,Occupy Democrats
896,occupyyourself.org,mixed,CP,L,"2,00,00,000",,,Occupy Yourself
897,off-guardian.org,mixed,CP,L,"1,27,269",,-0.11,OffGuardian
898,ohioindependent.com,mixed,FN,L,"2,00,00,000",,,The Ohio Independent
899,okeechobeetimes.com,mixed,FN,L,"91,03,682",W,,Okeechobee Times
900,online-updates.net,mixed,CP,L,"2,10,863",,0,Online Updates
901,organicconsumers.org,low,CP,L,"4,34,939",W,-0.12,Organic Consumers Association
902,organicfacts.net,mixed,CP,L,"1,55,468",,0.1,Organic Facts
903,origo.hu,mixed,FN,L,"4,449",W,0.74,Origo
904,orlandostandard.com,mixed,FN,L,"2,00,00,000",W,-0.36,Orlando Standard
905,other98.com,low,FN,L,"2,00,00,000",,-0.06,The Other 98%
906,ourhealthguides.com,low,CP,L,"2,00,00,000",,-0.6,Our Health Guides
907,outragedpatriot.com,low,FN,L,"12,79,661",,0,Outraged Patriot
908,overpassesforamerica.com,mixed,FN,L,"42,47,365",,0,Overpasses for America
909,oye.news,low,CP,L,"40,00,332",,0,OYE News
910,pacatholictribune.com,mixed,FN,L,"2,00,00,000",W,,Catholic Tribune
911,pacificpundit.com,low,FN,L,"7,58,172",,0,Pacific Pundit
912,pakalertpress.com,low,CP,L,"71,03,666",,-0.61,Pak Alert Press
913,palmcoasttimes.com,mixed,FN,L,"2,00,00,000",W,-0.36,Palm Coast Times
914,panamacityreporter.com,mixed,FN,L,"2,00,00,000",W,-0.36,Panama City Reporter
915,pandemic.news,very-low,CP,L,"17,57,239",W,0,Pandemic News
916,pantsonfirenews.com,low,FN,L,"4,65,607",,0,Pants on Fire News
917,parler.com,low,FN,L,"23,058",W,-0.72,Parler
918,pascoreporter.com,mixed,FN,L,"2,00,00,000",W,-0.36,Pasco Reporter
919,patribotics.blog,low,FN,L,"2,00,00,000",W,-0.66,Patribotics Blog
920,patriotfetch.com,low,FN,L,"3,82,293",,0.6,Patriot Fetch
921,patriotfires.com,low,FN,L,"2,00,00,000",,0,Patriot Fires
922,patriotfront.us,very-low,FN,L,"23,60,405",W,-0.97,Patriot Front
923,patrioticpost.com,low,FN,L,"3,56,633",,0,Patriotic Post
924,patrioticviralnews.com,low,FN,L,"7,18,984",,0,Patriotic Viral News
925,patriotjournal.org,mixed,FN,L,"10,40,828",,0,Patriot Journal
926,patriotnewsfeed.com,mixed,FN,L,"3,41,044",,,Patriot Newsfeed
927,patriotpulse.net,mixed,FN,L,"1,61,858",,0.6,Patriot Pulse
928,patriots4truth.org,very-low,CP,L,"23,47,573",,-0.86,Patriots For Truth
929,patriotuproar.com,mixed,FN,L,"48,37,784",,,Patriot Uproar
930,paulcraigroberts.org,very-low,CP,L,"1,69,518",,,null
931,pcmustdie.com,low,FN,L,"2,00,00,000",,0,PC Must Die News
932,pdmj.org,very-low,CP,L,"42,03,833",,0,Primary Doctor Medical Journal
933,pelicanstatenews.com,mixed,FN,L,"2,00,00,000",W,-0.95,Pelican State News
934,pennsylvaniaindependent.com,mixed,FN,L,"2,00,00,000",,,Pennsylvania Independent
935,pensacolatimes.com,mixed,FN,L,"2,00,00,000",W,-0.36,Pensacola Times
936,peoriastandard.com,mixed,FN,L,"56,81,928",W,-0.36,Peoria Standard
937,perezhilton.com,mixed,FN,L,"32,771",W,0.16,Perez Hilton
938,personalinterpretation.com,low,FN,L,"2,00,00,000",,-0.6,Personal Interpretation
939,personalliberty.com,low,FN,L,"1,04,08,087",,0.54,Personal Liberty
940,peta.org,mixed,CP,L,"32,460",W,0.04,PETA
941,phxreporter.com,mixed,FN,L,"2,00,00,000",W,-0.36,PHX Reporter
942,pinaltoday.com,mixed,FN,L,"2,00,00,000",W,-0.36,Pinal Today
943,pinellastimes.com,mixed,FN,L,"81,38,558",W,-0.36,Pinellas Times
944,pinestatenews.com,mixed,FN,L,"2,00,00,000",W,-0.95,Pine State News
945,pjmedia.com,mixed,FN,L,"16,710",W,-0.39,PJ Media
946,pocatellotimes.com,mixed,FN,L,"2,00,00,000",W,-0.36,Pocatello Times
947,political-discussion.com,low,FN,L,"2,00,00,000",,-0.6,PoliticalDiscussion
948,politicalanimalnews.com,mixed,FN,L,"5,02,017",,,Political Animal News
949,politicalmayhem.news,low,FN,L,"2,00,00,000",,-0.6,Political Mayhem News
950,politicslive.net,very-low,FN,L,"2,00,00,000",,-1,Politics Live
951,politicsonline.net,low,FN,L,"2,00,00,000",,-1,PoliticsOnline.Net
952,politifact.news,low,FN,L,"80,33,178",,0,Poltifact News
953,polktimes.com,mixed,FN,L,"2,00,00,000",W,-0.36,Polk Times
954,pollution.news,very-low,CP,L,"48,20,710",,0,Pollution News
955,pomonavalleynews.com,mixed,FN,L,"2,00,00,000",W,-0.36,Pomona Valley News
956,pontiactimes.com,mixed,FN,L,"2,00,00,000",W,-0.95,Pontiac Times
957,pop.org,low,FN,L,"18,18,571",W,0.2,Population Research Institute
958,populartechnology.net,mixed,CP,L,"40,84,510",,0,Popular Technology
959,populist.press,low,FN,L,"2,00,00,000",,-0.1,Populist Press
960,populistpress.com,low,FN,L,"55,259",,0.6,Populist Press
961,portlandmainenews.com,mixed,FN,L,"2,00,00,000",W,-0.95,Portland Maine News
962,powderedwigsociety.com,low,FN,L,"2,00,00,000",,0,Powdered Wig Society
963,prageru.com,low,FN,L,"60,789",W,-0.72,PragerU
964,prairiestatewire.com,mixed,FN,L,"29,59,126",,-0.36,Prairie State Wire
965,pravdareport.com,very-low,FN,L,"26,63,358",W,-0.74,Pravda Report
966,prepareforchange.net,low,CP,L,"2,18,505",,0.22,Prepare for Change
967,presidentialhill.com,low,FN,L,"4,28,628",,0,Presidential Hill
968,presscalifornia.com,very-low,FN,L,"8,13,126",,0,Press California
969,presscorp.org,mixed,FN,L,"76,86,556",,0,Press Corp
970,pressfortruth.ca,mixed,CP,L,"11,28,896",,0.05,Press for Truth
971,presstv.com,low,FN,L,"11,47,443",W,-0.27,Press TV
972,principia-scientific.com,low,CP,L,"3,95,266",,-0.04,Principia Scientific
973,principia-scientific.org,low,CP,L,"35,52,686",,0.14,Principia Scientific International
974,prisonplanet.com,very-low,CP,L,"10,09,468",W,0.19,Prison Planet
975,prntly.com,low,FN,L,"2,00,00,000",W,-0.9,Prntly
976,profam.org,low,FN,L,"51,04,249",,0,International Organization for the Family
977,progressivestoday.com,low,FN,L,"2,00,00,000",,-0.3,Progressives Today
978,progresstribune.com,mixed,FN,L,"2,00,00,000",,0,Progress Tribune
979,projectveritas.com,mixed,FN,L,"2,65,904",W,-0.1,Project Veritas
980,prophecynewswatch.com,low,CP,L,"1,37,053",,0.48,Prophecy News Watch
981,prophecytoday.com,low,CP,L,"76,35,067",,0.24,Prophecy Today
982,propornot.com,mixed,CP,L,"2,00,00,000",W,0,Prop or Not
983,protothema.gr,mixed,FN,L,"2,023",W,0.17,Proto Thema
984,protrumpnews.com,low,FN,L,"64,640",,0.6,Pro Trump News
985,pulaskitimes.com,mixed,FN,L,"2,00,00,000",W,-0.36,Pulaski Times
986,qanon.pub,very-low,CP,L,"1,66,565",,-0.78,Q
987,qpolitical.com,mixed,FN,L,"32,76,827",,-0.65,QPolitical
988,quillette.com,mixed,FN,L,"93,707",W,-0.12,Quillette
989,quincyreporter.com,mixed,FN,L,"2,00,00,000",W,,Quincy Reporter
990,rairfoundation.com,low,FN,L,"1,48,351",,0.6,RAIR Foundation USA
991,randpaul.news,very-low,CP,L,"63,80,152",,-0.6,RandPaul.News
992,rapturenewsnetwork.com,low,CP,L,"2,00,00,000",,0,Rapture News Network
993,rationalground.com,mixed,FN,L,"41,53,301",,0,Rational Ground
994,rawconservativeopinions.com,mixed,FN,L,"2,00,00,000",,0,Raw Conservative Opinions
995,react365.com,very-low,FN,L,"38,21,692",,-1,React365
996,realclimatescience.com,low,CP,L,"4,00,566",,-0.82,Real Climate Science
997,realconservativesunite.com,low,FN,L,"2,00,00,000",,,Real Conservatives Unite
998,realfarmacy.com,low,CP,L,"22,22,313",,-0.56,REALfarmacy.com
999,realjewnews.com,very-low,CP,L,"5,85,478",,0.02,Real Jew News
1000,realnews24.com,low,CP,L,"58,07,075",,0.22,Real News 24
1001,rebelnews.com,mixed,FN,L,"48,077",W,0.16,Rebel News
1002,redacted.inc,mixed,FN,L,"2,79,207",,,Redacated
1003,reddingtoday.com,mixed,FN,L,"77,67,878",W,-0.36,Redding Today
1004,redice.tv,low,FN,L,"5,56,410",W,-0.88,Red Ice TV
1005,redorbit.com,mixed,FN,L,"3,49,544",,0.15,Red Orbit
1006,redoubtnews.com,mixed,CP,L,"27,56,431",,0,Redoubt News
1007,redpillpodcasts.com,very-low,CP,L,"37,34,857",,,RedPill Project
1008,redrightdaily.com,mixed,FN,L,"9,36,925",,,Red Right Daily
1009,redrightpatriot.com,mixed,FN,L,"9,21,793",,,Red Right Patriot
1010,redstatenation.com,low,FN,L,"13,38,653",,,Red State Nation
1011,redstatewatcher.com,low,FN,L,"2,22,079",,-0.96,Red State Watcher
1012,redvoicemedia.com,low,FN,L,"42,515",,-0.58,Red Voice Media
1013,redwhiteandright.com,low,FN,L,"2,00,00,000",,0,"Red, White and Right"
1014,redwoodempirenews.com,mixed,FN,L,"69,93,948",W,-0.36,Redwood Empire News
1015,reformedmedia.net,low,FN,L,"60,49,232",,,Reformed Media
1016,remnantnewspaper.com,low,FN,L,"4,72,595",W,0.34,The Remnant Newspaper
1017,renewamerica.com,low,FN,L,"11,18,453",W,-0.1,Renew America
1018,rense.com,very-low,CP,L,"68,604",W,0.03,Rense
1019,republicandaily.com,mixed,FN,L,"2,11,663",,,Republican Daily
1020,republicworld.com,mixed,FN,L,"7,422",W,0.07,Republic World
1021,researchantisemitism.ca,low,FN,L,"2,00,00,000",,0,Center for Research of Radicalism and National Security
1022,resistthemainstream.org,mixed,FN,L,"46,488",,0.16,Resist the Mainstream
1023,responsibletechnology.org,mixed,CP,L,"22,53,645",W,-0.08,Institute for Responsible Technology
1024,returnofkings.com,low,FN,L,"4,16,178",,0.04,Return of Kings
1025,returntonow.net,low,CP,L,"4,60,856",,0,Return to Now
1026,revolutionradio.org,low,CP,L,"2,00,00,000",,-0.82,Revolution Radio
1027,revolver.news,mixed,FN,L,"18,608",,0.16,Revolver.News
1028,rfangle.com,mixed,FN,L,"92,80,872",,-0.03,The RFAngle
1029,ria.ru,low,FN,L,425,W,0.69,RIA Novosti
1030,righterway.com,low,FN,L,"2,00,00,000",,0,Righter Way
1031,rightnewswire.com,mixed,FN,L,"3,55,884",,,Right News Wire
1032,rightsidenews.com,low,FN,L,"21,66,531",,0.74,Right Side News
1033,rightsmarts.com,mixed,FN,L,"51,90,919",,0,Right Smarts
1034,rightwing.news,low,FN,L,"2,00,00,000",,0,Right Wing News
1035,rightwingnews.com,low,FN,L,"9,37,760",,0.21,Right Side News
1036,rightwingtribune.com,low,FN,L,"22,45,916",,-1,Right Wing Tribune
1037,rinf.com,low,FN,L,"55,15,906",W,0.07,RINF
1038,ripostelaique.com,very-low,FN,L,"1,36,437",,-0.91,Riposte Laique
1039,riverbendtimes.com,mixed,FN,L,"2,00,00,000",W,-0.95,River Bend Times
1040,riverparishnews.com,mixed,FN,L,"2,00,00,000",W,-0.95,River Parish News
1041,riverregiontimes.com,mixed,FN,L,"2,00,00,000",W,-0.36,River Region Times
1042,rivervalleytoday.com,mixed,FN,L,"2,00,00,000",W,-0.95,River Valley Today
